timestamp,applicant_id,decision,note,risk_score
2026-04-23 00:16:11,QmncGZzqCLZIth2xGCXF,APPROVED,,0.7137
2026-04-23 01:16:24,Xi64UNFDRhAkHhmoUbO1,APPROVED,,0.7137
